Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Channel,Priority,Cost Price,Sale Price,Discount Amount,Finance Amount,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Purchase Date,Ship Date
North America,New York,Schenectady,ABC Computers,9,Lenovo,ThinkPad X1 Yoga,SSD,4GB,256GB,Jocelyn,Wyatt,9667844942,karen29@example.com,Sean Guerrero,New Sales,Cash,Offline,Low,9024,13803,827,0,561,0,126,11578,2022-06-09,N/A
North America,New York,Glen Cove,DEF Machines,1,Microsoft,Surface Go,SSD,8GB,1TB,David,Smith,411.318.8308x867,mwaters@example.com,Janet Hall,Returns,Cash,Offline,Low,29587,33631,62,0,498,0,679,30959,2024-02-09,N/A
North America,Florida,Miami,KyaSand Tech Gadgets,10,Acer,Swift 3,HDD,16GB,256GB,Christopher,Mack,+1-761-114-9251x66810,vanessamartinez@example.net,Deborah Anderson MD,Repairs,Cash,Online,Medium,4225,9039,982,0,463,4462,673,7349,2023-05-02,2023-05-10
North America,Ohio,Euclid,A & A PCs,9,Microsoft,Surface Neo,HDD,4GB,256GB,Charlene,Wilson,555.654.1369,jonathanheath@example.org,Molly Johns,New Sales,Finance,Offline,Low,21245,24745,49,46656,703,0,727,23031,2022-09-29,N/A
Africa,Egypt,Sohag,A & A PCs,5,Samsung,Notebook 9,HDD,2GB,500GB,Deanna,Mcgrath,+1-477-511-2178,mitchellhouston@example.net,Mario Daniel,New Sales,Bank Transfer,Online,Low,6832,10236,195,0,468,0,618,7246,2022-11-22,2022-12-09
North America,California,Moreno Valley,Frankies Hardware and Software,10,Apple,Apple Macintosh Classic,HDD,4GB,500GB,David,Carter,179-234-5029x436,austinmay@example.org,Amber Montgomery,Returns,Cash,Offline,High,17064,21815,88,0,467,0,990,18536,2021-05-21,N/A
Africa,Ethiopia,Oromia,Mini Tech,2,Toshiba,Dynabook,HDD,2GB,256GB,Bryan,Moore,(179)825-5615x35422,larrykelly@example.com,Alexa Hopkins,Returns,Finance,Online,Low,3165,7264,651,20489,637,0,265,5047,2021-07-15,2021-07-18
Africa,South Africa,Free State,Frankies Hardware and Software,8,Microsoft,Surface Neo,HDD,2GB,1TB,Michael,Erickson,9699520519,molinakatelyn@example.net,Carol Smith,Second-hand Sales,Cash,Online,Low,27603,30005,105,0,431,0,125,28041,2023-03-07,2023-03-14
Africa,Ethiopia,Dire Dawa,GH PC Shop,2,MSI,GL65 Leopard,HDD,16GB,500GB,Felicia,Brewer,367.776.6262x66011,thomasannette@example.org,Joseph Good,New Sales,Finance,Online,High,15270,18589,297,40886,812,0,80,16595,2023-12-09,2023-12-31
Africa,Angola,Lunda Sul,KyaSand Tech Gadgets,1,Microsoft,Surface Duo,SSD,2GB,500GB,David,Lane,836-728-3173x1327,joseph91@example.net,James Thornton,Second-hand Sales,Bank Transfer,Offline,Medium,18490,21899,751,0,430,0,131,20522,2023-10-14,N/A
North America,Michigan,Lansing,GH PC Shop,4,Samsung,Galaxy Chromebook 2,HDD,2GB,500GB,Sarah,Owens,001-641-988-0657x0968,duartejose@example.org,Rebecca Smith,New Sales,Cash,Offline,Low,5150,7732,592,0,448,0,47,6668,2022-02-11,N/A
North America,Pennsylvania,McKeesport,Frankies Hardware and Software,6,Microsoft,Surface Go,HDD,16GB,500GB,Mark,Lara,064-585-3108x9875,josephwilson@example.org,Carl Davis,New Sales,Cash,Online,Low,26093,29637,956,0,407,0,472,29294,2024-02-01,2024-02-05
North America,Texas,Killeen,DEF Machines,10,Microsoft,Surface Pro,SSD,2GB,256GB,Lisa,Kline,454-414-0225x80533,bmiller@example.com,Michael Koch,Repairs,Finance,Online,Low,29025,32707,575,24969,406,1268,643,31882,2022-07-08,2022-08-07
North America,North Carolina,Raleigh,GHI Machines,8,MSI,GP76 Leopard,HDD,4GB,500GB,John,Lopez,473-581-7007,daviscarrie@example.org,Eric Hall,New Sales,Cash,Online,Low,25408,28576,536,0,623,0,480,27364,2024-03-06,2024-04-03
Africa,Kenya,Nairobi,Mini Tech,3,Lenovo,Legion 5,SSD,2GB,500GB,Emily,Grant,(621)264-8057x238,asloan@example.org,Cassandra Mcmillan,New Sales,Cash,Online,High,26120,28179,989,0,734,0,789,28152,2022-02-26,2022-03-08
Africa,Morocco,Tiznit,Frankies Hardware and Software,1,Toshiba,Tecra,SSD,8GB,500GB,Natalie,Castillo,+1-848-930-5543,pittsmatthew@example.net,Amy Owens,Second-hand Sales,Bank Transfer,Online,Low,10507,14950,14,0,420,0,266,10983,2021-04-07,2021-04-27
North America,California,Fremont,GHI Machines,1,Dell,Chromebook,SSD,2GB,256GB,Stephanie,Thompson,948-282-8617x682,tatejeffrey@example.net,Rachel Mitchell,New Sales,Finance,Online,High,2734,5768,481,29150,774,0,284,3010,2022-11-11,2022-11-24
Africa,Kenya,Nakuru,KyaSand Tech Gadgets,5,Toshiba,Qosmio,HDD,16GB,1TB,Kristi,Reynolds,+1-320-946-5728,clarkebryan@example.org,Amy Johnson,New Sales,Bank Transfer,Online,High,24087,26291,271,0,469,0,29,26220,2023-12-21,2023-12-22
North America,California,Long Beach,A & A PCs,4,Acer,Predator Triton 500,HDD,2GB,256GB,William,Allen,+1-261-417-6258x6773,bknight@example.net,Joe Black,New Sales,Bank Transfer,Online,High,9362,12844,666,0,466,0,879,9661,2022-09-20,2022-10-07
North America,Georgia,Peachtree City,LJ Computers,2,Dell,Latitude,HDD,4GB,256GB,Heather,Castro,(969)100-1184x9461,batestimothy@example.com,Joe Thomas,Second-hand Sales,Finance,Offline,Low,17689,21315,947,27947,668,0,14,20401,2022-08-02,N/A
Africa,Morocco,Oujda-Angad,ABC Computers,3,Lenovo,ThinkPad X1 Carbon,HDD,8GB,256GB,Pamela,Martinez,(476)398-7519x89999,davisholly@example.org,John Whitney,Repairs,Cash,Offline,High,6652,9117,960,0,650,1874,56,8617,2023-12-26,N/A
North America,Texas,Waco,A & A PCs,1,HP,Pavilion,SSD,2GB,500GB,Lance,Miles,001-186-081-6051,mcmillanshelley@example.com,Mike Miranda,Second-hand Sales,Cash,Offline,Medium,16859,20447,384,0,441,0,842,18252,2024-02-06,N/A
Africa,Morocco,Beni Mellal Province,Mini Tech,7,Lenovo,ThinkPad T14,HDD,8GB,500GB,Joshua,Woods,892-174-2304,terryjanet@example.net,Justin Kemp,Second-hand Sales,Bank Transfer,Online,Medium,29874,34456,693,0,571,0,467,32173,2023-01-02,2023-01-17
North America,Texas,Houston,Ricks Computers,6,Acer,Predator Triton 500,SSD,2GB,256GB,Hayden,Clark,026.204.5857x7516,jonathanshaw@example.net,Amanda Brown,Repairs,Bank Transfer,Offline,Low,18975,21013,29,0,572,1192,308,20756,2022-11-28,N/A
North America,Ohio,Reynoldsburg,Ricks Computers,5,Toshiba,Dynabook,HDD,2GB,500GB,Kimberly,Harper,4553313180,richardgonzalez@example.org,Erin Tucker,Returns,Cash,Offline,Low,4141,6911,892,0,479,0,257,5916,2022-01-15,N/A
North America,North Carolina,Rocky Mount,Frankies Hardware and Software,1,Apple,Apple MacBook Pro,HDD,16GB,500GB,Matthew,Griffin,485.915.5996,amysmith@example.org,Tamara Clark,Repairs,Finance,Online,Low,29121,33556,688,13238,774,4145,193,31970,2023-06-07,2023-06-16
North America,Texas,Tyler,ABC Computers,4,HP,Omen,SSD,16GB,256GB,Larry,Pierce,+1-838-723-2174x44585,kking@example.com,Courtney Morgan,Returns,Cash,Online,Medium,27363,29916,280,0,654,0,142,27594,2023-09-26,2023-10-12
Africa,Ghana,Central,Jacks Hardware,9,Toshiba,Portege,HDD,2GB,256GB,Kristina,Wilson,001-522-450-5346x4081,dperkins@example.com,Krista Wu,New Sales,Finance,Offline,High,24052,27565,588,32815,760,0,617,24677,2024-03-11,N/A
Africa,Morocco,Kenitra Province,LJ Computers,9,Acer,Swift 3,HDD,8GB,500GB,Ashley,Riddle,(486)922-6465x64292,gordondawn@example.org,Kelly Mitchell,Returns,Bank Transfer,Offline,Medium,6266,8481,896,0,624,0,24,8024,2023-10-12,N/A
Africa,Egypt,Red Sea,ABC Computers,4,Toshiba,Qosmio,SSD,16GB,500GB,Max,Mcdonald,001-243-996-2652x308,jstewart@example.com,Jeffrey Nelson,Second-hand Sales,Finance,Offline,Medium,14491,18644,360,30271,524,0,909,17550,2022-10-31,N/A
Africa,Ghana,Upper East,GH PC Shop,2,Samsung,Notebook 9,HDD,8GB,500GB,Stacy,White,(591)840-1532,david04@example.com,Amanda Hurley,Second-hand Sales,Bank Transfer,Online,Low,2936,5526,281,0,839,0,960,3708,2023-04-02,2023-04-28
North America,Michigan,Traverse City,Western International PCs,4,Samsung,Notebook 9 Pro,HDD,2GB,1TB,Andrew,Owens,001-939-724-0271x453,welchjesse@example.com,Rebecca Smith,Repairs,Bank Transfer,Online,Medium,7065,11006,797,0,757,3649,513,7481,2022-04-22,2022-05-12
Africa,Morocco,Oujda-Angad,Jacks Hardware,2,Samsung,Galaxy Chromebook 2,SSD,16GB,256GB,Marilyn,Holt,+1-052-474-5254x78468,collinsbrian@example.org,Amy Owens,Repairs,Bank Transfer,Offline,Medium,14781,19317,613,0,782,4336,887,15922,2022-09-13,N/A
North America,Illinois,Champaign,Mini Tech,6,Samsung,Galaxy Book S,SSD,16GB,256GB,Victoria,Velasquez,283.977.9806x6689,dthompson@example.net,Katie Fernandez,New Sales,Bank Transfer,Offline,High,20455,23647,464,0,796,0,350,20999,2022-04-05,N/A
Africa,Ghana,Western,Frankies Hardware and Software,5,Acer,Aspire E 15,SSD,4GB,500GB,Brenda,Caldwell,(879)268-3482x17304,herrerabrian@example.net,Amanda Hurley,Returns,Bank Transfer,Offline,High,3763,6344,372,0,525,0,886,6294,2023-11-14,N/A
Africa,Angola,Bie,DEF Machines,9,Apple,Apple Lisa,SSD,4GB,256GB,Bridget,Walker,(780)851-6370x613,kenneth94@example.net,Lori Anderson,Repairs,Finance,Offline,High,7097,10447,162,12319,588,2754,330,8322,2024-02-17,N/A
Africa,Ethiopia,Amhara,LJ Computers,6,Acer,Aspire E 15,SSD,8GB,256GB,Michael,Ray,5484948133,martinezsherri@example.net,Alexa Hopkins,Returns,Finance,Offline,Medium,6380,9272,597,10991,468,0,802,9226,2022-08-19,N/A
North America,New York,Newburgh,S & A Computer Place,6,Toshiba,Chromebook,SSD,2GB,256GB,Regina,Pennington,(634)973-3659x1721,kperry@example.com,Kelsey Olson,Repairs,Cash,Online,High,13482,17872,497,0,646,2345,878,16548,2023-11-15,2023-11-18
North America,Florida,Miami Gardens,A & A PCs,9,MSI,GL65 Leopard,SSD,2GB,256GB,Jackie,Beltran,001-614-636-6250x5582,andreawheeler@example.net,Tanya Mcclure,New Sales,Cash,Offline,Low,15276,19329,422,0,529,0,587,18074,2021-11-30,N/A
Africa,Botswana,South-East,Jacks Hardware,10,Apple,Apple Macintosh SE,HDD,2GB,500GB,Thomas,Holmes,+1-622-778-7359x930,heatherbaker@example.net,Heather Singleton,Returns,Bank Transfer,Online,Low,19438,23336,251,0,631,0,708,23281,2022-02-20,2022-02-22
Africa,Kenya,Kisumu,Jacks Hardware,6,Samsung,Chromebook 4,SSD,4GB,256GB,Louis,Ortiz,(494)337-0357x685,gonzalezlinda@example.net,Amy Johnson,New Sales,Finance,Offline,Low,5066,8457,748,24295,743,0,369,6573,2021-03-27,N/A
Africa,Botswana,North-West,Jacks Hardware,10,MSI,GS75 Stealth,HDD,2GB,256GB,Christopher,Perez,427-129-7939x79589,shealawrence@example.com,Lisa Williams,Repairs,Bank Transfer,Online,Low,11413,16225,393,0,509,1940,969,16002,2021-06-18,2021-07-16
Africa,Angola,Zaire,DEF Machines,3,Dell,Inspiron,HDD,2GB,256GB,Julie,Garcia,+1-167-256-2662,lrodriguez@example.org,Ruben Snow,New Sales,Bank Transfer,Online,High,27431,30211,150,0,478,0,15,29820,2023-07-22,2023-08-13
North America,Florida,West Palm Beach,Benjis Tech,1,Samsung,Notebook 9 Pen,SSD,4GB,1TB,Steven,Johnson,972-980-6702x2708,batesallen@example.net,Mark Evans,Returns,Finance,Online,Low,19545,22033,540,29950,580,0,435,21507,2023-04-12,2023-05-04
Africa,Angola,Benguela,DEF Machines,7,Lenovo,IdeaPad 5,HDD,16GB,500GB,Jill,Snyder,936.738.6599x165,daniel95@example.net,Brian Clarke,Second-hand Sales,Finance,Online,Medium,20590,25251,907,19652,757,0,960,24798,2022-09-16,2022-09-19
North America,Ohio,Hamilton,Mini Tech,4,Dell,XPS,SSD,16GB,256GB,Marissa,Brown,(201)108-1130x1533,glogan@example.net,Ann Johnson,Repairs,Bank Transfer,Online,High,20280,23918,948,0,532,2575,984,23771,2023-04-12,2023-04-22
North America,California,Glendale,GH PC Shop,9,HP,Envy,SSD,4GB,1TB,Benjamin,Cochran,(094)897-2499x52637,christophercole@example.com,Ryan Bradley,Second-hand Sales,Finance,Offline,Medium,28272,31347,769,39276,626,0,965,28681,2022-02-05,N/A
North America,New York,Valley Stream,ABC Computers,1,MSI,P65 Creator,HDD,4GB,256GB,Sandra,Henry,119-223-9630,megancampbell@example.com,John Lee,Second-hand Sales,Cash,Online,High,6549,8721,497,0,582,0,582,8084,2021-06-21,2021-07-19
Africa,Angola,Cuanza Norte,ABC Computers,9,Asus,VivoBook S14,HDD,16GB,500GB,Ronald,Lane,001-304-258-2102x683,thompsonjustin@example.org,Kimberly Duncan,New Sales,Finance,Offline,Medium,20075,24420,842,31985,636,0,875,22987,2021-07-29,N/A
North America,Texas,Garland,Benjis Tech,8,Microsoft,Surface Pro,HDD,2GB,1TB,Brittany,Curtis,912-250-8264,danielrandolph@example.net,Michael Koch,Repairs,Bank Transfer,Offline,High,22214,25910,468,0,589,4971,406,22369,2023-07-23,N/A
Africa,Egypt,Asyut,DEF Machines,6,Asus,VivoBook Flip 14,SSD,2GB,256GB,Richard,Lane,372-809-2882,jacksonjeffrey@example.net,Kelly Christian,New Sales,Cash,Offline,Medium,21914,25547,226,0,753,0,619,22189,2022-07-14,N/A
Africa,Kenya,Isiolo,GHI Machines,6,Samsung,Notebook 7 Spin,SSD,16GB,500GB,Amy,Perez,429-619-9455x2597,heatherschultz@example.net,Amy Johnson,Returns,Bank Transfer,Online,High,20988,25790,380,0,402,0,499,22800,2022-04-25,2022-04-26
North America,California,Riverside,DEF Machines,10,Lenovo,ThinkPad X13 Yoga,HDD,2GB,1TB,Teresa,Smith,+1-638-648-4472x8353,davidgordon@example.org,Sean Rodriguez,Repairs,Cash,Offline,Low,11603,14206,702,0,710,3721,935,14011,2023-06-04,N/A
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Toshiba,Qosmio,HDD,4GB,256GB,Jacqueline,Williams,284-072-4368x2215,stefanie72@example.net,Glenda Cohen,Second-hand Sales,Finance,Offline,Medium,6183,9806,102,20619,822,0,679,6810,2022-06-04,N/A
Africa,Morocco,Inezgane-Ait Melloul,CK Tech Store,7,Lenovo,ThinkPad X13 Yoga,SSD,16GB,500GB,Tammy,Maldonado,+1-061-151-4923x3582,kelsey76@example.net,Gina Day,New Sales,Finance,Online,Medium,10951,15156,900,19345,833,0,730,13691,2023-11-27,2023-12-02
North America,California,San Francisco,KyaSand Tech Gadgets,9,Lenovo,IdeaPad Flex 5,HDD,2GB,500GB,Eric,Hernandez,+1-289-733-7775x12534,john65@example.net,Rachel Mitchell,New Sales,Bank Transfer,Offline,High,14552,17009,7,0,466,0,429,15681,2024-02-03,N/A
North America,New York,Niagara Falls,A & A PCs,7,Samsung,Notebook 5,HDD,8GB,256GB,Paul,Watson,+1-665-594-5057,edward90@example.com,Victoria Hodges,New Sales,Bank Transfer,Online,High,27739,31709,713,0,406,0,895,31688,2023-06-16,2023-07-01
Africa,Ethiopia,Somali,CK Tech Store,9,MSI,GL65 Leopard,HDD,16GB,1TB,Jonathan,Soto,(791)372-6771x7721,butlerrobert@example.net,Christopher Nicholson,Returns,Finance,Offline,Medium,17172,19614,722,45956,843,0,755,17423,2021-09-10,N/A
North America,Florida,Miramar,Jacks Hardware,7,Samsung,Notebook 9,SSD,16GB,500GB,Theresa,Weaver,(607)967-0289x258,snowstanley@example.org,Richard Patterson,Second-hand Sales,Bank Transfer,Online,High,7260,9543,465,0,739,0,115,9405,2024-02-17,2024-03-16
North America,New York,Middletown,S & A Computer Place,2,MSI,GS75 Stealth,HDD,8GB,256GB,Dana,Phillips,732-653-1193x408,tammyhowe@example.org,Ashley Miranda,Second-hand Sales,Bank Transfer,Offline,Medium,12633,16624,526,0,582,0,470,15712,2022-07-16,N/A
North America,Illinois,Palatine,DEF Machines,7,Toshiba,Qosmio,HDD,8GB,256GB,Leslie,Parker,260-411-0362x4844,linda10@example.net,Jerry Cox,New Sales,Bank Transfer,Offline,Medium,22187,25981,876,0,760,0,250,24448,2023-11-07,N/A
North America,Florida,Davie,Jacks Hardware,7,Apple,Apple PowerBook G4,SSD,16GB,500GB,Taylor,Rivera,+1-790-938-3637x59318,johnnymurphy@example.org,Tanya Mcclure,Second-hand Sales,Bank Transfer,Offline,Medium,26259,28589,658,0,441,0,100,27990,2022-03-03,N/A
North America,Pennsylvania,Scranton,Ricks Computers,9,MSI,P65 Creator,SSD,2GB,256GB,Tiffany,Rush,001-136-149-8449x87249,dianalove@example.org,Beth James,Repairs,Finance,Online,Medium,22774,26000,871,34020,636,2366,660,24080,2022-10-02,2022-10-22
North America,Michigan,Royal Oak,ABC Computers,2,MSI,GL65 Leopard,HDD,8GB,1TB,Julie,Reid,(096)089-1650x2386,jeremiahstewart@example.com,Tiffany Velez,Returns,Cash,Offline,Low,7585,10223,226,0,683,0,449,8467,2023-12-30,N/A
North America,California,Bakersfield,Mini Tech,2,HP,ZBook,HDD,16GB,256GB,Sean,Freeman,421.333.5209x096,danielflynn@example.org,Sean Rodriguez,Returns,Bank Transfer,Online,High,15395,19600,232,0,716,0,298,15569,2023-06-11,2023-07-01
Africa,Nigeria,Rivers,ABC Computers,3,Acer,Aspire 7,HDD,2GB,256GB,Traci,Carter,(653)970-3764x760,xwatson@example.org,Jennifer Marshall,Repairs,Cash,Offline,Medium,4344,7221,445,0,582,3730,320,5080,2021-09-09,N/A
Africa,Tanzania,Manyara,A & A PCs,2,MSI,GP65 Leopard,HDD,2GB,1TB,Julie,Cook,834-416-2852,sharon63@example.net,David Osborn,Repairs,Cash,Online,High,2517,6465,691,0,709,3324,227,5870,2023-08-22,2023-08-30
Africa,Egypt,Asyut,CK Tech Store,9,Samsung,Notebook Flash,SSD,4GB,500GB,Darren,Li,001-325-537-6084x15062,darrell26@example.org,Mario Daniel,Second-hand Sales,Bank Transfer,Online,High,19880,22036,622,0,529,0,467,21285,2022-09-15,2022-10-09
North America,Georgia,Milledgeville,A & A PCs,5,Lenovo,IdeaCentre AIO 3,HDD,2GB,256GB,Mackenzie,Martinez,+1-017-283-0375x5934,jasonpope@example.org,Michael Turner,Returns,Bank Transfer,Online,High,3677,7889,474,0,520,0,506,7823,2022-04-08,2022-05-02
Africa,Ethiopia,Tigray,ABC Computers,6,Acer,Aspire E 15,HDD,4GB,500GB,Barbara,Collins,(089)326-9349x114,davidsmith@example.org,Alexa Hopkins,New Sales,Bank Transfer,Offline,High,16596,20561,862,0,699,0,25,17866,2021-05-24,N/A
Africa,Egypt,Giza,ABC Computers,5,Apple,Apple Mac Mini,HDD,2GB,1TB,Luis,Lara,+1-160-789-9434x42614,amandaowens@example.com,Allison Gilbert,Second-hand Sales,Cash,Offline,Medium,14200,17660,730,0,589,0,780,16648,2022-05-05,N/A
Africa,South Africa,Mpumalanga,DEF Machines,9,Acer,Aspire 5,SSD,4GB,500GB,Eileen,Francis,698-977-7709x868,robertdawson@example.net,Jonathan Huang,New Sales,Cash,Offline,Medium,5870,8819,115,0,597,0,263,7527,2023-08-31,N/A
Africa,Ghana,Western,LJ Computers,4,Samsung,Notebook 9,HDD,2GB,500GB,Kaitlyn,Jordan,001-114-285-1490,dustinespinoza@example.net,Stephen Harmon,Returns,Cash,Offline,Low,9528,14077,499,0,726,0,562,10693,2023-05-02,N/A
Africa,Nigeria,Enugu,CK Tech Store,2,HP,Spectre,HDD,16GB,256GB,Jesse,Jones,7286876092,peterwells@example.com,Diana Waters,Second-hand Sales,Cash,Online,High,2797,5822,452,0,561,0,812,3946,2023-12-07,2023-12-08
North America,Georgia,Alpharetta,Frankies Hardware and Software,2,Samsung,Notebook Odyssey,SSD,8GB,500GB,Victor,Watkins,001-720-534-1499,lowestacey@example.org,Joe Thomas,New Sales,Cash,Offline,Low,28590,30879,401,0,478,0,48,29114,2022-04-10,N/A
North America,North Carolina,Charlotte,CK Tech Store,6,Samsung,Notebook Odyssey,HDD,8GB,256GB,Jennifer,Holt,(718)028-7282x274,zwells@example.org,Craig Wheeler,Repairs,Cash,Offline,High,3539,8204,203,0,404,2906,167,4836,2022-01-23,N/A
North America,Michigan,Kalamazoo,XYZ Tech,1,HP,Stream,SSD,2GB,500GB,Wesley,Watts,001-390-775-1945x9876,pateljames@example.net,Elizabeth Martinez,Second-hand Sales,Bank Transfer,Online,High,22469,26328,662,0,404,0,819,25353,2024-02-03,2024-02-08
North America,Florida,Clearwater,GHI Machines,5,Lenovo,IdeaPad 5,SSD,2GB,1TB,Shelia,Hughes,+1-474-265-8532x764,salazarthomas@example.net,Raymond Larson,Returns,Finance,Online,Medium,7145,9767,473,6055,762,0,572,7588,2022-07-19,2022-07-29
North America,North Carolina,Gastonia,LJ Computers,3,Toshiba,Libretto,HDD,16GB,256GB,Cheyenne,Gardner,+1-943-024-6100x5589,kelseyhart@example.net,Tamara Clark,Second-hand Sales,Cash,Online,Low,14653,17449,206,0,576,0,304,15955,2023-08-04,2023-09-03
North America,Florida,Cape Coral,ABC Computers,10,Microsoft,Surface Pro,SSD,4GB,256GB,Ryan,Williams,+1-845-550-0906,graymark@example.net,William Macdonald,Repairs,Cash,Online,High,14023,17366,441,0,635,1479,406,14174,2021-12-23,2022-01-03
North America,Michigan,Southfield,CK Tech Store,9,Toshiba,Tecra,SSD,16GB,1TB,David,Thornton,+1-841-565-0552x176,patricia81@example.net,Allen Juarez,New Sales,Bank Transfer,Offline,Medium,29030,32088,830,0,527,0,643,30778,2023-03-04,N/A
North America,Texas,McKinney,Ricks Computers,7,HP,Stream,HDD,8GB,500GB,Lance,Johnson,001-048-011-4842x13590,kyle12@example.com,Amanda Brown,New Sales,Bank Transfer,Online,High,28705,31521,444,0,491,0,240,29637,2023-04-17,2023-05-06
North America,Florida,Clearwater,Benjis Tech,5,Dell,Latitude,SSD,8GB,256GB,James,Scott,750-816-8244,perezjulie@example.org,William Macdonald,Second-hand Sales,Bank Transfer,Offline,High,3748,8349,912,0,456,0,874,5871,2023-04-01,N/A
North America,Ohio,Westerville,ABC Computers,4,Toshiba,Qosmio,SSD,2GB,1TB,Joshua,Andrade,+1-607-050-2145x07876,ashleyking@example.com,Mr. Nathan Douglas,Second-hand Sales,Bank Transfer,Online,High,9200,11247,316,0,676,0,718,10809,2024-01-01,2024-01-22
Africa,Ghana,Upper East,S & A Computer Place,5,Acer,Spin 5,SSD,16GB,500GB,Donna,Peters,089-229-1480,jordanscott@example.org,Krista Wu,New Sales,Finance,Online,Low,12194,15976,531,24888,497,0,626,13098,2024-02-05,2024-02-24
Africa,Botswana,South-East,ABC Computers,7,Asus,ZenBook Flip S UX371,HDD,2GB,1TB,Kristin,Brown,001-991-548-3810,tracy20@example.net,Melissa Dunn,Second-hand Sales,Bank Transfer,Offline,Low,27865,31245,443,0,790,0,137,28815,2023-10-09,N/A
Africa,South Africa,Limpopo,S & A Computer Place,3,Apple,Apple Lisa,HDD,4GB,1TB,Lori,Watson,(736)373-6112x091,jeffreymolina@example.org,Erin Williams,Repairs,Cash,Offline,High,28908,31379,342,0,713,1915,141,28927,2022-01-31,N/A
North America,Georgia,Roswell,LJ Computers,9,Dell,Inspiron,SSD,4GB,1TB,Joseph,Madden,611.737.8220x464,zlewis@example.net,Joe Thomas,Returns,Finance,Offline,Low,18468,22452,359,8484,805,0,747,20516,2022-06-13,N/A
North America,Michigan,East Lansing,DEF Machines,7,MSI,GS66 Stealth,SSD,2GB,256GB,Tammy,Horne,853-197-5788x61453,sandra24@example.net,Teresa Martin,New Sales,Finance,Offline,High,24152,27726,545,48293,770,0,255,26145,2023-12-13,N/A
Africa,Ghana,Greater Accra,GH PC Shop,7,Dell,Alienware,HDD,2GB,500GB,Annette,Gibson,1421140045,armstrongjeffrey@example.org,Kevin Lee,Second-hand Sales,Bank Transfer,Offline,High,18291,21264,523,0,408,0,651,20134,2023-03-11,N/A
North America,North Carolina,Greensboro,Jacks Hardware,6,Dell,Precision,SSD,4GB,256GB,Michael,Clay,436.319.3855x57508,debbie46@example.com,Brady Walton,Repairs,Cash,Online,Low,13330,16239,761,0,842,2178,543,16082,2021-05-30,2021-06-01
